username,review,rating,date,app,label,review_clean
Pengguna Google,tolong kasih pelanggaran buat driver yg gk mau konfir mau jemput atau nggk nya. saya sudah nunggu lama bukannya lokasi dia makin deket adanya malah makin jauh,1,2026-04-03 16:01:56,Grab,negatif,tolong kasih langgar konfir jemput nggk nunggu lokasi deket
Pengguna Google,orderan tdk sesuai sangat mengecewakan dan minta tips tambahan lagi,1,2026-04-19 15:01:03,Maxim,negatif,order sesuai kecewa tips tambah
Pengguna Google,apk lelet banget cari driver,1,2026-04-05 13:41:49,Maxim,negatif,lambat banget cari
Pengguna Google,"Tolong aplikasi maximnya diperbaiki lagi. kemarin pesan maxim diaplikasi tidak menunjukkan driver maxim, lalu saya batalin dan pesan ulang tapi tiba² driver maxim datng dia sambil2 marah dan ngomong kasar memaki kesaya, dia bilang kenapa dibatalkan ojeknya kan aku sedang otw ketempatmu. saya jawab diaplikasinya tidak memperlihatkan drivernya dan diaplikasinya juga tertulis tidak ada driver yg tersedia makanya saya batalkan dan pesan ulang.. saya harap driver maxim sopan dan omongannya jgn kasar",1,2026-04-10 10:06:02,Maxim,negatif,tolong aplikasi maximnya baik kemarin pesan aplikasi batalin pesan ulang tiba datng marah ngomong kasar maki saya bilang batal ojek otw tempat aplikasi drivernya aplikasi tulis sedia batal pesan ulang harap sopan omong jgn kasar
Pengguna Google,"biaya2 di gofood udh ga masuk akal! jasa antarnya dekat masih wajar, tp bayangkan, beli makanan 30rb, kena biaya jasa ga jelas 25rb. orang gila mana yg mau order?",1,2026-04-04 12:03:41,Gojek,negatif,biaya gofood masuk akal jasa antar wajar bayang beli makan rb kena biaya jasa rb orang gila order
Pengguna Google,"mimta otorisai tapi gagal terus, driver sudah hubungi lagi",1,2026-04-18 02:40:57,Maxim,negatif,mimta otorisai gagal hubung
Pengguna Google,driver sering gantung penumpang. trakhir ini digantung sejam dan tidak dijemput. chat dan telp tidak dibalas,1,2026-04-02 10:48:26,Gojek,negatif,gantung tumpang trakhir gantung jam jemput chat telp balas
Pengguna Google,pengemudi suka kasih naik harga secara semena-mena (tidak semua),1,2026-04-22 04:18:15,Maxim,negatif,kemudi suka kasih harga semenamena
Pengguna Google,sangat2 buruk aplikasi ga jelas,1,2026-04-16 12:26:43,Grab,negatif,buruk aplikasi
Pengguna Google,stiap pesan GK prnh dpt 🤦🤦,1,2026-04-20 07:19:51,Gojek,negatif,stiap pesan prnh dpt 
Pengguna Google,"kalo driver lama dan ga gerak"" harusnya otomatis cari driver laim yg mau ambil, gila bgt ini aplikasi hampir 2jam driver gada respon dan ga gerak"" malah disuruh nunggu",1,2026-04-22 21:30:02,Grab,negatif,kalo gerak otomatis cari laim ambil gila banget aplikasi jam gada respon gerak suruh nunggu
Pengguna Google,"lama banget nyari driver nya udah di percepat sampe mentok, dapet nya se jam lebih",1,2026-04-16 06:27:36,Maxim,negatif,banget nyari cepat sampe mentok dapet jam
Pengguna Google,proses lambat order makan malam buat anak2 2 jam baru datang. akhirnya dah pada tidur jadi ng makan.,1,2026-03-28 14:35:59,Gojek,negatif,proses lambat order makan malam anak jam tidur ng makan
Pengguna Google,"pesen gocar tapi driver g mau cancel pdhal dia yg blng ga mau jemput dgn plat BE1816JH Agung apa gitu, kalau g mau knpa di ambil ordernya? driver yg sebelumnya juga bermasalah, ambil ordernya tapi ga jalan² juga tuh diliat di maps nunggu sampe 40menitan padhal di orderan nunggunya cuma 5menit tolong yaa ditindak lanjuti nihh untuk oknum² yg seperti ini kita sama² butuh padahal",1,2026-04-02 01:40:25,Gojek,negatif,sen gocar cancel pdhal blng jemput plat bejh agung gitu knpa ambil order masalah ambil order jalan tuh liat maps nunggu sampe menit padhal order nunggunya menit tolong yaa tindak lanjut nihh oknum sama butuh
Pengguna Google,"makin kesini makin susah dapet driverrr ngeselin banget, udah gitu guaa beli pake saldo gopay klo dibatalin saldo gua ilang ,udah beberapa kali saldo ga balik grgr ga dapet driverr, kocakkkk",1,2026-04-02 15:49:17,Gojek,negatif,kesini sulit dapet driverrr ngeselin banget gitu guaa beli pake saldo gopay dibatalin saldo gua ilang kali saldo grgr dapet driverr kocakkkk
Pengguna Google,minimal buat rating customer bisa diliat sama customer sendiri driver rating semena-mena sedangkan customer diminta untuk selalu ngasih bintang 5 ke driver 🤓,1,2026-04-06 15:23:36,Gojek,negatif,minimal rating customer liat customer rating semenamena customer ngasih bintang
Pengguna Google,"dicariin ojol yang jauh dari lokasi,jadinya ttp telat walau pake grab.",2,2026-04-07 09:07:49,Grab,negatif,dicariin ojol lokasijadinya telat pake
Pengguna Google,pake penumpang segala bikin repot,1,2026-03-21 04:17:04,Grab,negatif,pake tumpang bikin repot
Pengguna Google,"Tampilan Iklan "" DAPATKAN LEBIH BANYAK ONGKIR..."" menghalang layar sehingga tidak bisa melihat plat dan identitas driver. Kayaknya kurang Berguna banget atau mungkin bs dibuat ke opsilain tampilan tersebut",2,2026-03-16 23:26:37,Grab,negatif,tampil iklan dapat ongkir halang layar plat identitas kayak guna banget opsilain tampil
Pengguna Google,"kecewa dg aplikasi grab jastip harusnya ada sosialisasi lebih sih shg driver2 udh paham kalo aplikasi grab jastib itu beda dg grab delivery krn kebanyakan driver taunya grab jastip itu sma dg grab delivery tinggal ambil barang pdhal beda. karna udh 2x ini zonk pakai grab jastip, kalo bkn krn urgen beli susu ndk bakal pakai grab jastip lg, kalo harganya puluhan ribu mngkn msh bisa dimaklumi tp ini ratusan ribu padahal udh dilebihin utk feenya malah gak dikembalikan kembaliannya .",2,2026-04-05 15:26:06,Grab,negatif,kecewa dg aplikasi jastip sosialisasi shg paham kalo aplikasi jastib beda dg delivery banyak tau jastip sma dg delivery tinggal ambil barang pdhal beda zonk pakai jastip kalo bkn urgen beli susu ndk pakai jastip kalo harga puluh ribu mngkn maklum ratus ribu dilebihin feenya kembali kembali
Pengguna Google,"untuk gofoodnya ga ngotak bgt biaya penanganannya , untuk gojek gocar ok.",2,2026-04-16 11:57:47,Gojek,negatif,gofoodnya ngotak banget biaya tangan gocar oke
Pengguna Google,"PENGIRIMAN PAKET INSTAN MAHAL BANGET, UDAH GITU NYAMPE NYA JUGA LAMA. MENDING GAK USAH SOK BUAT PENGIRIMAN INSTAN NYATANYA PAKET LAMA TIBA. BUAT CUSTOMER RUGI",1,2026-03-27 00:54:52,Grab,negatif,kirim paket instan mahal banget gitu nyampe mending sok kirim instan paket customer rugi
Pengguna Google,"aku capek nian dengan kurir maxim ni ongkir selalu mintak tambahan terus, padahal lh tetera ongkir di apk, masih ngechat nak mintak tambahan",1,2026-04-20 13:56:02,Maxim,negatif,capek nian kurir ni ongkir mintak tambah lh tetera ongkir ngechat nak mintak tambah
Pengguna Google,"mau cancel gabisa, uda nunggu orderan makanan 1 jam setengah, sistem yg kacau",1,2026-03-22 14:02:21,Grab,negatif,cancel gabisa uda nunggu order makan jam sistem kacau
Pengguna Google,harga naik biasanya grabcar 18k jadi 28k wow 👏🏻,1,2026-03-30 00:40:47,Grab,negatif,harga grabcar wow 
Pengguna Google,"susah dpt driver, kalo dpt driver selalu jauh, itupun byk driver yg minta cancel. kata org kl susah dpt driver biasa krn kt sering cancel, tp dari drivernya sndiri minta cancel ya kt bs apa 🥲 aku suka cuma karena untuk motor dia terbilang aman, tp utk car ga dlu. trus karena ada payment via qris aja yg bikin aku suka",2,2026-04-23 15:34:54,Grab,negatif,sulit dpt kalo dpt itu cancel org sulit dpt kt cancel drivernya sndiri cancel ya kt suka motor bilang aman car dlu trus payment via qris bikin suka
Pengguna Google,2026 cari driver go food makin syuliit!!!,2,2026-04-04 14:11:44,Gojek,negatif,cari go food syuliit
Pengguna Google,cari kendaraan lama amat,1,2026-04-02 12:02:06,Gojek,negatif,cari kendara
Pengguna Google,"kenapa ada 2 verifikasi.. (nomer hp dan email) jadi nggak bisa login di akun gojek, krn email sdh ganti..! sdh kirim email buat cari solusi...nggak dibalas..!!",2,2026-04-21 13:21:34,Gojek,negatif,verifikasi nomer hp email login akun email ganti kirim email cari solusinggak balas
Pengguna Google,"langganan gojek plus udah kebayar dan kepotong 2x malah tapi tetep gabisa dan error, aneh",1,2026-03-30 12:42:16,Gojek,negatif,langgan plus bayar potong tetep gabisa error aneh
Pengguna Google,"aku berhentikan langganan gofood plus malah aku di anggap melanggar penggunaan gofood dan promo ku dicabut, halo aku langganan terus loh ga pernah masalah baru ini kucabut dan gofood plus ku masih aktif loh kok gini pelayanan nya gojek sekarang :( kecewa sekali bahkan ga ada kejelasan, pelanggaran apa yang aku lakukan?",1,2026-04-18 05:08:42,Gojek,negatif,henti langgan gofood plus anggap langgar guna gofood promo ku cabut halo langgan loh cabut gofood plus ku aktif loh gin layan kecewa jelas langgar laku
Pengguna Google,skrng KNPA jdi susah banget nyari driver grabfood. udh nunggu smpe 1jam blm Nemu aja gojek. seharus skrng ada sistem cancel nya,1,2026-04-02 12:04:26,Grab,negatif,skrng knpa jdi sulit banget nyari grabfood nunggu smpe jam nemu harus skrng sistem cancel
Pengguna Google,"apa""an si ini tolong dong perbaiki driver grab di area Beji Pasuruan kenapa tidak ada yang aktif kalau gak niat kerja gak usa jdi ojol pesan dari sore sampai malam belum satu pun ojol yang nyantol payah ini grab",1,2026-03-30 11:05:37,Grab,negatif,si tolong baik area beji pasuruan aktif niat kerja usa jdi ojol pesan sore malam ojol nyantol payah
Pengguna Google,susah bangt carinya pdhl butuh bangt pls pls bangt ini,2,2026-03-29 23:11:08,Grab,negatif,sulit bangt cari pdhl butuh bangt pls pls bangt
Pengguna Google,hapus program blitz,1,2026-04-05 07:37:37,Gojek,negatif,hapus program blitz
Pengguna Google,"tolong perbaiki itu bug banyak bnget ni masa mau aktifkan ovo something went wrong mulu,kan bloon mau langganan malah dibuat susah",1,2026-04-20 16:23:48,Grab,negatif,tolong baik bug bnget ni aktif ovo something went wrong muluk bloon langgan sulit
Pengguna Google,ampas,1,2026-04-15 08:26:14,Gojek,negatif,ampas
Pengguna Google,Susah banget dapet gojek pagi pagi udah nyari setengah jam tetep gk dapet dapet pafahal harus berangkat pagi karna ada tka dan tkad malah yang pas hari ujian itu gk dapet gojek jadi sering telat ke sekolah.,1,2026-04-21 23:02:54,Gojek,negatif,sulit banget dapet pagi pagi nyari jam tetep dapet dapet pafahal berangkat pagi tka tkad pas uji dapet telat sekolah
Pengguna Google,setiap mau langganan Grab Unlimited selalu keluar sendiri dari page unlimited . payah,1,2026-04-11 14:27:53,Grab,negatif,langgan unlimited page unlimited payah
Pengguna Google,payah nunggu 2 jam cuman liatin mencari driver di batalin alasan nya sedang meningkatan pencarian driver ..,1,2026-04-04 14:11:30,Grab,negatif,payah nunggu jam cuman liatin cari batalin alas tingkat cari
Pengguna Google,saya ingin kembali pakai grab tapi terkendala oleh otp karena nomor lama sudah tidak aktif. tolong kedepannya buat opsi verifikasi melalui email,2,2026-04-02 05:37:38,Grab,negatif,pakai kendala otp nomor aktif tolong depan opsi verifikasi email
Pengguna Google,driver mobil nya main hp gendeng bgt,2,2026-04-16 23:22:06,Grab,negatif,mobil main hp gendeng banget
Pengguna Google,"driver di daerah saya sedikit jadi lama sekali ketika akan pesan, saran tambahkan lagi drivernya di titik titik tertentu",1,2026-03-29 01:54:48,Gojek,negatif,daerah pesan saran tambah drivernya titik titik
Pengguna Google,titik sering nyasar ntah kemana,1,2026-04-13 23:09:52,Grab,negatif,titik nyasar ntah mana
Pengguna Google,"gila benar aplikasi grab ini pesanan makanan bisa 1,5 jam maka cuma Arizona FC aja kalau gojek cuma 30 menit sudah sampai rumah kapok saya pake grab food nya",1,2026-03-24 06:58:49,Grab,negatif,gila aplikasi pesan makan jam arizona fc menit rumah kapok pake food
Pengguna Google,"pliisss kesel banget sama app ini!! tiap kali aku order, selalu gak dapet driver! keterangannya selalu ""driver lagi pada sibuk"" padahal banyak driver yg lagi nangkring di daerah ini. kalo emang drivernya mau harga yg lebih tinggi, gausah adain promo go hemat kalo gitu. sebagai pelajar yg pp nya naik ojol sedih banget sii aku. aku uninstall aja app nya!!",1,2026-04-08 23:01:05,Gojek,negatif,pliisss kesel banget kali order dapet terang sibuk nangkring daerah kalo emang drivernya harga gausah adain promo go hemat kalo gitu ajar pp ojol sedih banget sii uninstall
Yang Taeil,semakin promo makanan nya makin susah cari driver nya,1,2026-03-25 05:17:38,Gojek,negatif,promo makan sulit cari
Pengguna Google,tolong dibantu aplikasi kok tidak bisa buat transfer Saya top up peecuma,1,2026-04-07 09:18:02,Gojek,negatif,tolong bantu aplikasi transfer top up peecuma
Pengguna Google,"pesan makan jam 17:55 jam 18:00 blm dpt driver nya,. harus nuggu berapa lama ini,. padahal sdh pakai pengiriman yg proiritas... tolong klo mmg sdh lwt stgh jam batalin aja pesanannya",1,2026-04-07 12:01:22,Grab,negatif,pesan makan jam jam dpt nuggu pakai kirim proiritas tolong mmg lwt stgh jam batalin pesan
Pengguna Google,"turun deh jadi bintang 2, apaan tarif promo di batalin sama driver mulu.",2,2026-03-30 03:29:54,Gojek,negatif,turun bintang tarif promo batalin mulu
Pengguna Google,30 menit nyari pickup baju aja gak ada yang ngambil iya rush hour tapi itu gojek pagi banyak ngapain ngebit kalau gak mau ngambil,1,2026-04-14 03:28:36,Gojek,negatif,menit nyari pickup baju ngambil iya rush hour pagi ngapain ngebit ngambil
Pengguna Google,grab taek,1,2026-03-18 04:34:02,Grab,negatif,taek
Pengguna Google,"layanan terburuk, pesen makanan terlambat sampai 2 jam lebih",1,2026-03-17 08:03:26,Grab,negatif,layan buruk sen makan lambat jam
Pengguna Google,Bintangnya saya kasih turun karena SUSAH BGT DAPET DRIVER padahal di sistem banyak driver yg lenggang tapi,1,2026-04-03 12:16:35,Grab,negatif,bintang kasih turun sulit banget dapet sistem lenggang
Pengguna Google,sekarang susah cari grab gtw knp sampai 1 jam setengah gk nemu²,2,2026-03-16 10:35:35,Grab,negatif,sulit cari gtw knp jam nemu
Pengguna Google,"apk ga jelas. sekarang merugikan kedua belah pihak, pihak driver dan customer. dari driver selalu aja ga pernah komunikasi ke customer terkait narik atau tidaknya",1,2026-03-29 15:51:26,Gojek,negatif,rugi belah customer komunikasi customer kait narik tidak
Pengguna Google,pelayanan burukkk,1,2026-03-17 12:16:35,Grab,negatif,layan burukkk
Pengguna Google,susah dapet driver padahal udah yg prioritas,1,2026-04-19 13:36:39,Gojek,negatif,sulit dapet prioritas
Pengguna Google,"biar bintang yg bicara. susah dapet driver, nunggu lama, sekalinya dapet minta cancel alesan jauh lah itu lah. tinggal nunggu waktu collapse aja lu.",1,2026-04-01 13:38:26,Gojek,negatif,biar bintang bicara sulit dapet nunggu sekali dapet cancel alesan tinggal nunggu collapse
Pengguna Google,nyari pelaksana susah pada nolak semua,1,2026-04-18 13:05:19,Maxim,negatif,nyari laksana sulit nolak
Pengguna Google,kenapa skrg pesan makanan/motor pake yg hemat lamaaaaa nya luar biasa. masa bisa 2jam lebih. padahal resto dekat. kalau emng ga mau kasih hrga murah mending hapus aja tu hemat. kasian jga masa driver yg jauh2 yg dpt orderannya.,2,2026-04-03 06:03:41,Grab,negatif,skrg pesan makananmotor pake hemat lamaaaaa jam resto emng kasih hrga murah mending hapus tu hemat kasi jga dpt order
Pengguna Google,susah buat akun ny,1,2026-03-24 05:44:00,Grab,negatif,sulit akun ny
Pengguna Google,disuruh bayar yang gak sesuai sama harga yang dari aplikasi.,1,2026-04-16 04:54:03,Maxim,negatif,suruh bayar sesuai harga aplikasi
Pengguna Google,"aku bolak balik pesan pulsa kok bisa transaksi gagal? padahal no telp sama pinnya benar, mohon diperbaiki",2,2026-04-06 11:37:48,Gojek,negatif,bolak pesan pulsa transaksi gagal no telp pin mohon baik
Pengguna Google,banyakan iklan,1,2026-03-28 10:07:34,Grab,negatif,banyak iklan
Pengguna Google,udah nunggu lama bngt tiba2 dicancel trus diskon nya ilang lagi g ad kompensasi apa,1,2026-03-22 13:26:10,Grab,negatif,nunggu banget dicancel trus diskon ilang ad kompensasi
Pengguna Google,"Kenapa si tiap pesen grabfood susah banget cari pengemudi, smpe 2jam kelaperan nungguin grab nge stuck mencari pengemudi, di cancel pun gabisa, tolong diperbaiki LG.",2,2026-03-30 13:12:52,Grab,negatif,si sen grabfood sulit banget cari kemudi smpe jam kelaperan nungguin nge stuck cari kemudi cancel gabisa tolong baik
Pengguna Google,"Gak punya hati sama sekali n gak punya otak sama sekali. klo ada masalah, yg jawab Robot mesin. jd gak pernah ada solusi jawaban nya itu terus mau qta tanya ribuan kali, jawaban nya tetep sama. Robot semuanya",1,2026-04-21 07:01:57,Gojek,negatif,hati otak robot mesin jd solusi qta ribu kali tetep robot
Pengguna Google,"habis di update malah muter"" doang ga bisa di pakai mana lagi buru"" . padahal jaringan baguus buat buka aplikasi laen juga normal",1,2026-03-26 01:17:26,Grab,negatif,habis update muter pakai buru jaring baguus buka aplikasi laen normal
Pengguna Google,kenapa sekarang diaplikasi cust bisa terbatasi pilihan untuk pemberian tips kdriver,1,2026-04-04 03:59:21,Grab,negatif,aplikasi cust batas pilih beri tips kdriver
Pengguna Google,Membantu bngd,1,2026-03-25 18:29:58,Grab,negatif,bantu bngd
Pengguna Google,JELEEKKKKKKK SUSAAHH CARII PENGEMUDIIII UDAA NUNGUUU SATUU JAMMM BELUMM JUGAA ADA PENGEMUDI NYAAA POKOKKNYA PIKIR PIKIRR DEHH KALO MAU DOWNLOAD ABISS ABISINNN MEMORIII SUMPAHHH,1,2026-03-28 12:08:51,Grab,negatif,jeleekkkkkkk susaahh cari pengemudiiii udaa nunguuu satuu jammm belumm jugaa kemudi nyaaa pokokknya pikir pikirr dehh kalo download abiss abisinnn memoriii sumpahhh
Pengguna Google,"Pelayanan CS sepertinya gak niat bantu. Udah ngajuin keluhan dan fu berkali2, infonya uda diprioritasin ke tim untuk ditindaklanjuti, bakal di email lah. Nyata nya cuma Asbun doank",1,2026-03-17 13:18:50,Grab,negatif,layan cs niat bantu ngajuin keluh fu kali info uda diprioritasin tim ditindaklanjuti email nyata asbun
Pengguna Google,apk cacat,1,2026-03-15 22:30:21,Grab,negatif,cacat
Pengguna Google,"cari drivernya lama ga dapat2 akhirnya sy cancel, dan sy kirim sendiri barangnya. anehnya 2 jam kemudian ada driver grab datang ke rumah mau pickup. lalu sy dijelaskan kalau sudah di cancel 2 jam yg lalu, karena kelamaan menunggu, eh dia nya marah2, katanya sdh datang jauh2 malah ga jadi pickup. karena kasian gw kasih dah senilai uang yg tertera di aplikasi... apes banget ya... Hai aplikator krn kesalahan sistem/error system kenapa kita yg kena getahnya dari driver Anda...!!!",1,2026-03-20 15:17:57,Grab,negatif,cari drivernya cancel kirim barang aneh jam rumah pickup cancel jam tunggu eh marah pickup kasi kasih nila uang tera aplikasi apes banget ya hai aplikator salah sistemerror system kena getah
Pengguna Google,lagi order iklan lagi jalan iklan kurang duit lo?,1,2026-03-26 22:11:20,Grab,negatif,order iklan jalan iklan duit
Pengguna Google,ini kenapa ya kok tiba2 gak bisa masuk blass gak bisa di gunakan sama sekalee..ada apa ini tolong jelaskan,1,2026-03-29 07:45:30,Gojek,negatif,ya masuk blass sekaleeada tolong
Pengguna Google,tolong location nya di lerbaiki,1,2026-04-20 06:16:46,Grab,negatif,tolong location lerbaiki
Pengguna Google,jrng dapat driver,1,2026-03-22 06:45:38,Grab,negatif,jrng
Pengguna Google,"jelek banget, dan paling males kalo pesen di grab, pasti lama banget dapet driver nya. padahal dari toko udah konfirmasi, kalo makanan udah siap, tapi sampe 1 jam ngga dapet driver, dibatalin juga ngga bisa. harga ongkir nya tuh mahal banget, udah mah mahal, masih lama pula dapet drivernya. kaya estimasi yang diberikan tuh bener"" diikuti, padahal lebih cepat kan lebih baik, ini ngga. pernah pesen pas hujan, si driver malah minta tambahan ongkir, padahal pembayaran non tunai, apa dah.",1,2026-03-21 16:54:46,Grab,negatif,buruk banget males kalo sen banget dapet toko konfirmasi kalo makan sampe jam dapet dibatalin harga ongkir tuh mahal banget mah mahal dapet drivernya kaya estimasi tuh bener ikut cepat sen pas hujan si tambah ongkir bayar non tunai
Pengguna Google,suka eror alamat kesetel sendiri,1,2026-04-10 10:22:37,Gojek,negatif,suka error alamat setel
Pengguna Google,drivernya banyak yang cancel seenaknya dan ada juga yang parah tidak mau jrmput ke titik lokasi penjemputan penumpang,2,2026-04-22 08:54:54,Grab,negatif,drivernya cancel buruk jrmput titik lokasi jemput tumpang
Pengguna Google,titik jemput tidak sesuai lokasi asli,2,2026-04-11 00:13:47,Grab,negatif,titik jemput sesuai lokasi asli
Pengguna Google,"lelet,mahal,jarak cuma 1km semahal itu",2,2026-03-31 23:04:55,Gojek,negatif,leletmahaljarak mahal
αяιє нσи,"Susah banget dapetin driver. Mana sekarang tambah mahal lagi. Najis sama sistemnya, keliatan nyari untung doang.",1,2026-03-28 07:01:31,Gojek,negatif,sulit banget dapetin mahal najis sistem liat nyari untung
Pengguna Google,"yang benar aja nunggu cari driver gofood sampe sejam,udah lapar nunggu sejam gak bisa di cancel harus sejam dulu aplikasi gblkk perbanyaklah driver daerah Kalsel terutama di Banjarmasin",1,2026-04-08 04:12:28,Gojek,negatif,nunggu cari gofood sampe sejamudah lapar nunggu jam cancel jam aplikasi gblkk banyak daerah kalsel banjarmasin
Pengguna Google,"selalu lama nunggu, ga kek aplikasi sebelah",1,2026-04-11 10:16:34,Gojek,negatif,nunggu kek aplikasi belah
Pengguna Google,"Sebagai user lama gojek saya kecewa, sekarang apa apa dibuat mahal sama gojek, ongkos kirim, dan bahkan harga makanannya. masa sekarang ongkir menyentuh 25rb dengan jarak yang ga seberapa? abis itu sekarang opsi pemilihan ongkir terbatas, di gofood misalnya, kita cuma bisa milih dua kek dipaksa, kalau pilih yang murah, nyampe makannya bisa 1,5 jam lebih, kalau mahal, mahalnya kebangetan, kebelet apaan sih gojek",1,2026-04-10 13:14:06,Gojek,negatif,user kecewa mahal ongkos kirim harga makan ongkir sentuh rb jarak abis opsi pilih ongkir batas gofood milih kek paksa pilih murah nyampe makan jam mahal mahal banget kebelet
Pengguna Google,"jarak di google maps 6km kurang, di aplikasi gojek 9,8km, ko bedanya jauh banget, ini ko bisa seperti ini??? selisih nya lumayan ke ongkos juga jelas beda jauhhhhhh",2,2026-04-06 14:58:56,Gojek,negatif,jarak google maps aplikasi ko beda banget ko selisih lumayan ongkos beda jauhhhhhh
Pengguna Google,"pengemudi/driver banyak di sekitar, tapi tidak mau ambil pesanan, pilih², dinaikan ke harga tertinggi baru di pick up. kalo pake promo diabaikan. Padahal estimasi datangnya udah tertera nungguin nya cukup 30 menit an, gara2 gada yg ambil pesenan nya tiba2 estimasinya ikut berubah sampe 1 jam 15 menit. Mau batalin pesenan udah gabisa karna makanan udah jadi tinggal nunggu karena gada yg anter",1,2026-03-22 14:04:26,Grab,negatif,pengemudidriver ambil pesan pilih naik harga tinggi pick up kalo pake promo abai estimasi datang tera nungguin menit an gara gada ambil sen estimasi ubah sampe jam menit batalin sen gabisa makan tinggal nunggu gada anter
Pengguna Google,"selalu terlambat, datangnya. kata ssh di tempat. dihubungi gk ngangkat. inilah salah satunya yg nama kita mau cepat gk bs. akhirnya gk jd. batal",1,2026-04-17 10:19:40,Maxim,negatif,lambat datang ssh hubung ngangkat salah satu nama cepat jd batal
Pengguna Google,bug Mulu,2,2026-04-23 08:25:58,Grab,negatif,bug mulu
Pengguna Google,"aku bolak balik pesan pulsa kok bisa transaksi gagal? padahal no telp sama pinnya benar, mohon diperbaiki",2,2026-04-06 11:37:48,Gojek,negatif,bolak pesan pulsa transaksi gagal no telp pin mohon baik
Pengguna Google,sekarang kok loading nya lama bnget padahal jaringan hp bagus,1,2026-04-05 06:07:46,Gojek,negatif,loading bnget jaring hp bagus
Pengguna Google,"CS nya ga sopan, gabisa nyelesain masalah.",1,2026-04-14 16:37:58,Gojek,negatif,cs sopan gabisa nyelesain
Pengguna Google,sudah berap kali mesen go food udah lama naunggunya ngga taunya ngga ado sriver yg ambil pesanan. kecewa banget dengan gojek..,1,2026-04-05 11:54:29,Gojek,negatif,rap kali mesen go food naunggunya tau ado sriver ambil pesan kecewa banget
Pengguna Google,"saya salah order resto, sudah berusaha pake bantuan CS tapi gak bisa di cancel, mungkin kedepannya bisa di bantu proses cancel Krn salah order merugikan customer yang ingin mengganti orderan yg di tuju. kita kesusahan cancel pesanan yg tidak sesuai",2,2026-04-06 23:38:04,Gojek,negatif,salah order resto usaha pake bantu cs cancel depan bantu proses cancel salah order rugi customer ganti order tuju susah cancel pesan sesuai
Pengguna Google,"kenapa sekarang dapat drivernya jauh"",,, tlg pelayanannya di tingkatkan biar cs mudah dapat driver yg dekat",2,2026-03-31 02:11:31,Grab,negatif,drivernya tlg layan tingkat biar cs mudah
Pengguna Google,"sulit dapat driver, driver yang minim",1,2026-03-28 11:51:03,Grab,negatif,sulit minim
Pengguna Google,"Kalau mau top up lama masuknya, sampah",1,2026-04-22 01:32:16,Maxim,negatif,top up masuk sampah
Pengguna Google,"mending benerin dah ni aplikasi, eror mulu kerjaan nya.",1,2026-04-10 09:50:02,Gojek,negatif,mending benerin ni aplikasi error mulu kerja
Pengguna Google,teruntuk maxim kalianda lampung selatan. pesanan telah di batalkan sepihak karena lokasi antar yang jauh.,1,2026-04-20 05:21:20,Maxim,negatif,untuk kalianda lampung selatan pesan batal lokasi
Pengguna Google,parah parah paylater masih juga blm di aktipkan balik... sudah lama juga ga pakay......,1,2026-04-07 04:25:55,Gojek,negatif,buruk buruk paylater aktipkan pakay
Pengguna Google,"lemot,GK bisa gercep,",1,2026-04-21 06:37:20,Grab,negatif,lemotgk gercep
Pengguna Google,grab car driver suka minta cancel dgn alesan jarak terlalu jauh.,1,2026-04-07 09:48:07,Grab,negatif,car suka cancel alesan jarak
Pengguna Google,"pertama langsung dibuat kecewe...nunggu sampai 30menitn,driver belum datang, tdk ada kejelasan,atau bantuan, ...intinya mengecewakan ,lalu sy hapus,download graplb, 2menit driver datng...dichat respon cepat,ada menu fto poaksi,dn posisi driver,",1,2026-04-18 07:48:40,Maxim,negatif,langsung kecewenunggu menitndriver kejelasanatau bantu inti kecewa hapusdownload graplb menit datngdichat respon cepatada menu fto poaksidn posisi
Pengguna Google,apk ojol ampas dimap nya bnyak driver nya ga jam rawan ga cuaca buruk pas dibooking susah minta kali ga ada driver nya menerima bnyak ko driver ga jam sibuk pun susah nungguin smpai ke cancel tetap aja ga mau dapat driver nya,1,2026-04-20 10:42:09,Gojek,negatif,ojol ampas map bnyak jam rawan cuaca buruk pas dibooking sulit kali terima bnyak ko jam sibuk sulit nungguin smpai cancel
Pengguna Google,"aplikasi sampah, sering buat orang kena orderan fiktif kasian bgt habis 300rban orderan fiktif",1,2026-04-22 05:23:53,Maxim,negatif,aplikasi sampah orang kena order fiktif kasi banget habis rban order fiktif
Pengguna Google,aplikasi sering error,1,2026-04-06 05:48:33,Gojek,negatif,aplikasi error
Pengguna Google,"voucher ovo nabung potongan harga 50k masa tiba tiba hilang padahal masa berlaku 30 hari, dan belum dipakai sama sekali tiba tiba hilang, hubungi customer service malah bot yang bales",1,2026-04-18 10:34:28,Grab,negatif,voucher ovo nabung potong harga hilang laku pakai hilang hubung customer service bot bales
Pengguna Google,makin lama makin susah nyari driver apk apaan ini mesen makanan 2jam nunggu driver mulu. dicancel gak bisa gak tau apa orang udah laper. GAK BISA DICANCEL NGETI GAK BAHASA GAK BISA DICANCEL,1,2026-03-29 13:57:03,Gojek,negatif,sulit nyari mesen makan jam nunggu mulu dicancel tau orang laper dicancel ngeti bahasa dicancel
